Question,label
"Albert is wondering how much pizza he can eat in one day. He buys 2 large pizzas and 2 small pizzas. A large pizza has 16 slices and a small pizza has 8 slices. If he eats it all, how many pieces does he eat that day?",0
"Which of the following graphs shows a constant rate of change between the variables x and y? 
 A y2015_grade6_q18_img_1.png 
 B y2015_grade6_q18_img_2.png 
 C y2015_grade6_q18_img_3.png 
 D y2015_grade6_q18_img_4.png 

",3
"Which of these shapes appears to be a quadrilateral with perpendicular sides? 
 A y2023_grade4_q7_img_1.png 
 B y2023_grade4_q7_img_2.png 
 C y2023_grade4_q7_img_3.png 
 D y2023_grade4_q7_img_4.png 

",1
"Which of these is true? 
 A $$\frac{4}{5} = \frac{5}{6}$$ 
 B $$\frac{4}{5} \gt \frac{5}{6}$$ 
 C $$\frac{7}{10} \gt \frac{5}{6}$$ 
 D $$\frac{7}{10} \lt \frac{4}{5}$$ 

",1
"The table below shows the number of lunches sold each day for three days. 
Lunches Sold y2015_grade4_q2_img_1.png 
Which of these has a value that is closest to the total number of lunches sold for the three days? 
 A $$200 + 400 + 200$$ 
 B $$250 + 450 + 300$$ 
 C $$300 + 500 + 300$$ 
 D $$350 + 450 + 300$$ 

",1
"Which of the following expressions is equivalent to 1,000,000,000? 
 A $$ 10^{11} $$ 
 B $$ 10^{10} $$ 
 C $$ 10^{9} $$ 
 D $$ 10^{8} $$ 

",2
"This question has four parts. 
Juan and Lily each wrote a pattern. 
Lily wrote a pattern using a rule with two operations. The rule is ""subtract 2, add 8."" The first five numbers in her pattern are shown. 
114, 112, 120, 118, 126, ... 
Part A 
Continue Lily’s pattern to show the next four numbers in her pattern. 
Enter your answer in the space provided. 
Part B 
Explain why the numbers in Lily’s pattern increased overall, although part of her rule is ""subtract 2."" 
Enter your explanation in the space provided. 
Part C 
Juan also wrote a pattern using a rule with two operations. The first two numbers in his pattern are shown. 
150, 160, ... 
The seventh number in Juan’s pattern is less than the first number in his pattern. Write a rule with two operations that could be Juan’s rule. 
Enter your answer in the space provided. 
Part D 
Continue Juan’s pattern to show the next five numbers in his pattern using the rule you wrote in Part C. 
Enter your answer in the space provided. 
",1
"A student wrote this expression. 
$$ 2 \left( 5x + 3 \right) $$ 
Which of the following expressions are equivalent to the student’s expression? 
Select the two equivalent expressions. 
 A $$ 10x + 3 $$ 
 B $$ 10x + 6 $$ 
 C $$ 25x + 3 $$ 
 D $$ \left( 5x + 3 \right) \left( 5x + 3 \right) $$ 
 E $$ \left( 5x + 3 \right) + \left( 5x + 3 \right) $$ 

",3
"The length of a pencil is 13.8 centimeters. What is the length of the pencil rounded to the ones place? 
 A 10 centimeters 
 B 12 centimeters 
 C 13 centimeters 
 D 14 centimeters 

",2
"The widths, in inches, of some insects are shown. 
y2019_grade3_q2_img_1.png 
Which line plot shows the number of insects with each width? 
 A Insect Widths y2019_grade3_q2_img_2.png 
 B Insect Widths y2019_grade3_q2_img_3.png 
 C Insect Widths y2019_grade3_q2_img_4.png 
 D Insect Widths y2019_grade3_q2_img_5.png 

",0
"A bowl of punch is made by mixing 3 parts juice to 1 part soda. Which of the following statements about the punch is not true? 
 A Soda makes up $$ \frac{1}{4} $$ of the punch. 
 B Juice makes up $$ \frac{3}{4} $$ of the punch. 
 C The amount of soda in the punch is $$ \frac{1}{2} $$ the amount of juice in the punch. 
 D The amount of juice in the punch is 3 times the amount of soda in the punch. 

",3
"Points A, B, C, and D are shown on the number line below. 
y2016_grade6_q13_img_1.png 
Which point is located at -7? 
 A point A 
 B point B 
 C point C 
 D point D 

",3
"There are 6 children on a bus. Each child is wearing a hat. 
What fraction of the children on the bus are wearing a hat? Write your answer in the Answer Box below. 
Answer Box y2016_grade3_q11_img_1.png 
",0
"Ms. Manning has 138 markers. 
What is 138 rounded to the nearest ten? 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
y2018_grade3_q3_img_1.png 
",0
"Which of these is true? 
 A $$ \frac{1}{12} \times 7 = \frac{7}{12} $$ 
 B $$ \frac{1}{12} \times 7 = \frac{12}{7} $$ 
 C $$ \frac{1}{12} \times 7 = \frac{7}{84} $$ 
 D $$ \frac{1}{12} \times 7 = \frac{84}{7} $$ 

",1
"What is the missing number that makes this number sentence true? 
$$ 5 + 11 + 2 = \boxed{?} + 5 + 2 $$ 
 A 2 
 B 7 
 C 11 
 D 18 

",0
"Lily made some cookies, as shown. 
y2023_grade4_q1_img_1.png 
Lily made 2 times as many cookies as Tommy made. How many cookies did Tommy make? 
 A 12 
 B 24 
 C 36 
 D 48 

",1
"Mr. Johnson’s class has 24 students. 
 2_1 There are 18 students in the class who study Spanish. 
 2_2 The other students in the class study French. 

In Mr. Johnson’s class, which of the following is the ratio of students who study French to students who study Spanish? 
 A $$ 1:3 $$ 
 B $$ 1:4 $$ 
 C $$ 2:3 $$ 
 D $$ 3:4 $$ 

",3
"Use your ruler to answer question 8. 
What is the length, to the nearest fourth of an inch, of this pencil? 
y2021_grade3_q8_img_1.png 
 A $$ 4 \frac{3}{4} $$ inches 
 B $$ 4 \frac{1}{2} $$ inches 
 C $$ 4 \frac{1}{4} $$ inches 
 D 4 inches 

",0
"A basket of fruit contains 6 apples, 5 oranges, 3 bananas, and 2 limes. 
Which of the following statements about the fruits in the basket are true? 
Select the two correct statements. 
 A The ratio of oranges to limes is $$ 5:2 $$. 
 B The ratio of apples to bananas is $$ 3:6 $$. 
 C The ratio of bananas to the total number of fruits in the basket is $$ 3:16 $$. 
 D The ratio of limes to apples is $$ 1:4 $$ because there are 4 more apples than limes. 
 E The ratio of bananas to limes is $$ 2:3 $$ because $$ \frac{2}{3} $$ of the fruits in the basket are bananas. 

",3
"Which of the following rectangles is shown with all of its lines of symmetry? 
 A y2017_grade4_q3_img_1.png 
 B y2017_grade4_q3_img_2.png 
 C y2017_grade4_q3_img_3.png 
 D y2017_grade4_q3_img_4.png 

",1
"Ethan’s car can travel 30 miles per gallon of gasoline. Gasoline costs $4 per gallon, including tax. Ethan drove his car 180 miles on a trip. 
What was the total cost, in dollars, of the gasoline that the car used for Ethan’s trip? 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
",3
"Vivienne bought 6 packages of cheese for a party. Each package of cheese weighs 8 ounces. 
What is the total weight, in pounds, of the cheese Vivienne bought for the party? 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
y2023_grade5_q16_img_1.png 
",2
"The first four numbers in a pattern are shown. 
$$ 39, 43, 47, 51, \underline{\space ? \space} $$ 
Which of these sentences are true about the number pattern? 
Select the two correct answers. 
 A The rule for the pattern is ""add 3."" 
 B The rule for the pattern is ""add 4."" 
 C The rule for the pattern is ""subtract 6."" 
 D The next number in the pattern is 45. 
 E The next number in the pattern is 54. 
 F The next number in the pattern is 55. 

",0
"What is the value of $$ \boxed{?} $$ that makes this number sentence true? 
$$ 325 = 147 + \boxed{?} $$ 
 A 178 
 B 188 
 C 222 
 D 472 

",1
"A plumber charges a rate of $45 for each hour of work. 
Which of the following is true? 
 A An expression that represents the amount, in dollars, that the plumber will charge for x hours of work is $$ 45x $$ . At this rate, for 2 hours of work the plumber will charge $47. 
 B An expression that represents the amount, in dollars, that the plumber will charge for x hours of work is $$ 45x $$ . At this rate, for 2 hours of work the plumber will charge $90. 
 C An expression that represents the amount, in dollars, that the plumber will charge for x hours of work is $$ 45 + x $$ . At this rate, for 2 hours of work the plumber will charge $47. 
 D An expression that represents the amount, in dollars, that the plumber will charge for x hours of work is $$ 45 + x $$ . At this rate, for 2 hours of work the plumber will charge $90. 

",3
"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",0
"Ryan put 3 liters of water in a bucket. How much water, in milliliters, did Ryan put in the bucket? 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
",1
"Andy is painting a sign for his store. The sign is $$ 2 \frac{1}{2} $$ feet high and $$ 1 \frac{1}{4} $$ feet wide, as shown. 
y2019_grade5_q18_img_1.png 
What is the area of Andy’s sign? 
 A $$ 2 \frac{1}{8} $$ square feet 
 B $$ 3 \frac{1}{8} $$ square feet 
 C $$ 3 \frac{2}{8} $$ square feet 
 D $$ 4 \frac{2}{8} $$ square feet 

",2
"Julie uses 4 green beads and 6 blue beads in each bracelet she makes. What is the total number of green beads Julie will use when she uses 24 blue beads? 
 A 6 
 B 10 
 C 12 
 D 16 

",2
"This question has two parts. 
A class is studying the attributes of shapes. 
Part A 
One student drew a rhombus. 
Which of the following statements about rhombuses is true? 
 A All rhombuses are rectangles, but only some rhombuses are squares. 
 B All rhombuses are quadrilaterals, but only some rhombuses are squares. 
 C All rhombuses are squares, but only some rhombuses are parallelograms. 
 D All rhombuses are quadrilaterals, but only some rhombuses are parallelograms. 

Part B 
Another student drew a shape with these attributes: 
 9_1 4 sides 
 9_2 all sides equal in length 
 9_3 no right angles 

Which of the following mathematical names could describe the student’s shape? 
Select the three correct answers. 
 A quadrilateral 
 B parallelogram 
 C rectangle 
 D rhombus 
 E square 

",2
"Members of a club are selling boxes of cookies. Each box of cookies costs the same amount. This table shows the total cost for different numbers of boxes of cookies. 
Costs of Cookie Boxes y2022_grade6_q1_img_1.png 
Based on the data in the table, what would be the total cost, in dollars, of 10 boxes of cookies? 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
y2022_grade6_q1_img_2.png 
",3
"Compute: 
$$42 \div 7$$ 
Write your answer in the Answer Box below. 
Answer Box y2016_grade3_q4_img_1.png 
",0
"Curt wrote a number pattern. 
 2_1 He used the rule ""to get from each number to the next, add 4."" 
 2_2 The first number in his pattern is 1. 

Kristy wrote a different number pattern. 
 4_1 She used the rule ""to get from each number to the next, add 2."" 
 4_2 The first number in her pattern is 1. 

Which of the following statements is true about both Curt’s and Kristy’s number patterns? 
 A All the numbers are odd. 
 B All the numbers are even. 
 C The number 2 is in both patterns. 
 D The number 3 is in both patterns. 

",2
"This picture shows some of the streets in Nathan’s neighborhood. 
y2017_grade4_q4_img_1.png 
Which of the following best represents two streets that are perpendicular? 
 A Elm St. and Oak St. 
 B Elm St. and Aspen St. 
 C Oak St. and Pine St. 
 D Pine St. and Aspen St. 

",1
"Which of these expressions has a value less than 10? 
 A $$ 5 \times 1 \times 2 $$ 
 B $$ 5 \times 2 \times 2 $$ 
 C $$ 10 \times 2 \times 1 $$ 
 D $$ 10 \times 0 \times 2 $$ 

",0
"Consider this inequality. 
$$ 2x + 5.5 < 20 $$ 
Select two values of x that would make the inequality true. 
 A $$ \frac{9}{4} $$ 
 B $$ \frac{19}{2} $$ 
 C 5 
 D 7.25 
 E 8.5 

",3
"Consider this inequality. 
$$ 5c > 10 $$ 
Which of the following is a solution to the inequality? 
 A 0 
 B 1 
 C 2 
 D 3 

",3
"Which fraction is less than $$ \frac{1}{2} $$ ? 
 A $$ \frac{6}{12} $$ 
 B $$ \frac{5}{8} $$ 
 C $$ \frac{4}{6} $$ 
 D $$ \frac{2}{5} $$ 

",1
"The diagram below shows some model airplanes and some model ships. 
y2016_grade6_q1_img_1.png 
What is the ratio of the number of model airplanes to the number of model ships? 
 A 8 : 3 
 B 5 : 3 
 C 3 : 8 
 D 3 : 5 

",3
"The rule for a pattern is ""multiply by 3."" The first number in the pattern is 2. 
What is the fifth number in the pattern? 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
y2021_grade4_q11_img_1.png 
",1
"This question has three parts. 
This diagram shows the floors of a hallway and a closet. 
y2022_grade3_q15_img_1.png 
The hallway floor is covered with square tiles, with no gaps or overlaps. Each tile has a side length of 1 foot. 
Part A 
What is the area, in square feet, of the hallway floor? Show or explain how you got your answer. 
Enter your answer and your work or explanation in the space provided. 
Part B 
The closet floor is in the shape of a rectangle with a length of 3 feet and a width of 4 feet. 
Write an equation that can be used to find A, the area, in square feet, of the closet floor. 
Enter your equation in the space provided. 
Part C 
Explain how to find the total area, in square feet, of the hallway floor and the closet floor. Be sure to include the total area in your answer. 
Enter your answer and your work or explanation in the space provided. 
",0
"Amanda bought 4 bags of potatoes at a market. Each bag of potatoes weighed 5.75 pounds. 
Which of the following expressions can be used to find the total weight, in pounds, of the bags of potatoes Amanda bought? 
 A $$ \left( 4 \times 5 \right) + \left( 0.7 + 0.05 \right) $$ 
 B $$ \left( 4 \times 5 \right) + \left( 4 \times 7 \right) + \left( 4 \times 0.5 \right) $$ 
 C $$ \left( 4 \times 50 \right) + \left( 4 \times 7 \right) + \left( 4 \times 0.5 \right) $$ 
 D $$ \left( 4 \times 5 \right) + \left( 4 \times 0.7 \right) + \left( 4 \times 0.05 \left) $$ 

",2
"A right rectangular prism is made of cubes, with no gaps or overlaps. Each cube has a side length of 1 centimeter, as shown. 
y2021_grade5_q20_img_1.png 
What is the volume, in cubic centimeters, of the prism? 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
y2021_grade5_q20_img_2.png 
",2
"Which of the following shapes has exactly two lines of symmetry? 
 A y2016_grade4_q6_img_1.png 
 B y2016_grade4_q6_img_2.png 
 C y2016_grade4_q6_img_3.png 
 D y2016_grade4_q6_img_4.png 

",1
"Which of the following numbers are on opposite sides of zero on the number line? 
 A 0 and 2 
 B 4 and 3 
 C 5 and −6 
 D −7 and −8 

",3
"A division equation is shown. 
$$ 16 \div 2 = g $$ 
Which of these can also be used to find the value of g? 
 A $$ g \times 2 = 16 $$ 
 B $$ 2 \div 16 = g $$ 
 C $$ g \div 2 = 16 $$ 
 D $$ 16 \times 2 = g $$ 

",0
"This question has four parts. Be sure to label each part of your response. 
This table shows the number of minutes a student spent drawing each day for 6 days. 
Time Spent Drawing y2019_grade6_q14_img_1.png 
A. {'element_type': 'number+text', 'element_value': 'Based on the table, what is the median number of minutes the student spent drawing each day for the 6 days? Show or explain how you got your answer.'} 
B. {'element_type': 'number+text', 'element_value': 'Based on the table, what is the mode of the numbers of minutes the student spent drawing each day for the 6 days? Show or explain how you got your answer.'} 
C. {'element_type': 'number+text', 'element_value': 'Based on the table, what is the mean number of minutes the student spent drawing each day for the 6 days? Show or explain how you got your answer.'} 
D. [{'element_id': 'd_1', 'element_type': 'number+text', 'element_value': 'The student also spent time drawing on Day 7. The mean number of minutes the student spent drawing each day for all 7 days is 30 minutes.'}, {'element_id': 'd_2', 'element_type': 'number+text', 'element_value': 'How many minutes did the student spend drawing on Day 7? Show or explain how you got your answer.'}] 
",3
"Point G is shown on this number line. 
y2023_grade3_q19_img_1.png 
Which of these fractions describes the location of point G on the number line? 
 A $$ \frac{1}{4} $$ 
 B $$ \frac{5}{4} $$ 
 C $$ \frac{1}{8} $$ 
 D $$ \frac{5}{8} $$ 

",0
" 
84, 76, 68, 60, $$ \underline{ \space ? \space } $$ 
What is the next number in the pattern? 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
y2022_grade3_q11_img_1.png 
",0
"What is the missing number that makes the number sentence below true? 
$$165 + \boxed{?} = 214$$ 
 A 49 
 B 51 
 C 169 
 D 379 

",0
"Which of the following inequalities are true? 
Select the two correct answers. 
 A $$ \left| 4 \right| > 7 $$ 
 B $$ \left| -4 \right| > 4 $$ 
 C $$ \left| -7 \right| > \left| 4 \right| $$ 
 D $$ \left| 7 \right| > \left| -7 \right| $$ 
 D $$ \left| -4 \right| > \left| -7 \right| $$ 

",3
"Anjali has the shape shown. 
y2018_grade4_q1_img_1.png 
What is the total number of right angles Anjali’s shape appears to have? 
 A 0 
 B 1 
 C 2 
 D 3 

",1
"Diego writes 6 poems per week. 
Which of the following expressions can be used to show the number of poems Diego writes in w weeks? 
 A $$ 6 \div w $$ 
 B $$ 6 \times w $$ 
 C $$ 6 + w $$ 
 D $$ 6 - w $$ 

",3
"Eberto wrote this expression in his notebook. 
$$ 10 \times 10 \times 10 \times 10 $$ 
Which of the following is equivalent to Eberto’s expression? 
 A $$ 3^10 $$ 
 B $$ 4^10 $$ 
 C $$ 10^3 $$ 
 D $$ 10^4 $$ 

",2
Find the remainder when the sum \\[75+76+77+78+79+80+81+82\\]is divided by 16,1
"Ella collected 5 times as many bugs as Mari. Mari collected 15 bugs. 
What was the total number of bugs Ella collected? 
 A 75 
 B 55 
 C 20 
 D 3 

",1
"Which of the following number lines shows a point that represents −3.6? 
 A y2021_grade6_q7_img_1.png 
 B y2021_grade6_q7_img_2.png 
 C y2021_grade6_q7_img_3.png 
 D y2021_grade6_q7_img_4.png 

",3
"Which sentence correctly compares the fractions $$ \frac{2}{8} $$ and $$ \frac{2]{4} $$ ? 
 A The fraction $$ \frac{2}{8} $$ is equal to $$ \frac{2]{4} $$ because both fractions have the same numerator. 
 B The fraction $$ \frac{2]{4} $$ is equal to $$ \frac{2}{8} $$ because both fractions are equivalent to the fraction $$ \frac{1}{2} $$. 
 C The fraction $$ \frac{2}{8} $$ is greater than $$ \frac{2]{4} $$ because both fractions have the same numerator, and eighths are larger than fourths. 
 D The fraction $$ \frac{2]{4} $$ is greater than $$ \frac{2}{8} $$ because both fractions have the same numerator, and fourths are larger than eighths. 

",0
"This scale shows the mass of some potatoes. 
y2022_grade3_q1_img_1.png 
What is the total mass, in grams, of the potatoes? 
 A 700 grams 
 B 725 grams 
 C 750 grams 
 D 775 grams 

",0
"The value of the 4 in 62.43 is how many times the value of the 4 in 75.34? 
 A $$ \frac{1}{10} $$ 
 B $$ \frac{1}{100} $$ 
 C 10 
 D 100 

",2
"Lashawn knows this number sentence is true. 
$$ 4 \times 7 = 28 $$ 
What is the value of $$ \boxed{?} $$ that makes this number sentence true? 
$$ 4 \times 700 = \boxed{?} $$ 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
y2022_grade4_q12_img_1.png 
",1
"A student will paint the outside of a gift box that is in the shape of a rectangular prism. She will use this net to determine the surface area of the gift box. 
y2022_grade6_q20_img_1.png 
What is the total surface area, in square inches, of the gift box? 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
y2022_grade6_q20_img_2.png 
",3
"Find the sum. 
$$ \frac{6}{100} + \frac{3}{10} $$ 
 A $$ \frac{36}{100} $$ 
 B $$ \frac{9}{110} $$ 
 C $$ \frac{63}{110} $$ 
 D $$ \frac{36}{200} $$ 

",1
"This question has three parts. 
Part A 
Plot the point that represents the location of $$ \frac{1}{4} $$ on this number line. 
y2022_grade3_q5_img_1.png 
Part B 
Plot the point that represents the location of $$ \frac{3}{4} $$ on this number line. 
y2022_grade3_q5_img_2.png 
Part C 
Plot the point that represents the location of $$ \frac{7}{4} $$ on this number line and explain how you know your answer is correct. 
y2022_grade3_q5_img_3.png 
Enter your explanation in the space provided. 
",0
"This question has three parts. 
A group of friends played a computer game. 
 3_1 Jordan scored two hundred sixteen thousand, forty-five points. 
 3_2 Madison scored 210,634 points. 

Part A 
Write the number of points Jordan scored in standard form. 
Enter your answer in the space provided. 
Part B 
Write the number of points Madison scored in expanded form. 
Enter your answer in the space provided. 
Part C 
Hannah also played the computer game. 
 12_1 She scored more than 215,000 points. 
 12_2 She scored fewer points than Jordan. 
 12_3 Her score has the same six digits as Madison’s score, but she did not have the same score as Madison. 

Write a number sentence using <, >, or = to compare the number of points Madison scored to the number of points Hannah could have scored. Show or explain how you got your answer. 
Enter your answer and your work or explanation in the space provided. 
",1
"This question has three parts. 
A store owner recorded the amount of money, in dollars, he earned on each of three days, as shown in this table. 
Money Earned Each Day y2021_grade3_q10_img_1.png 
Part A 
The store owner rounded the amount of money, in dollars, he earned on each day to the nearest hundred. 
What is each amount in the table rounded to the nearest hundred? 
Enter your answers in the space provided. 
Part B 
The store owner estimated the total amount of money, in dollars, he earned over the three days. He did this by first rounding the amount he earned each day to the nearest ten and then finding the total. 
What was the owner’s estimate of the total amount of money, in dollars, he earned over the three days? Show or explain how you got your estimate. 
Enter your estimate and your work or explanation in the space provided. 
Part C 
On Thursday, the store owner rounded the amount of money, in dollars, he earned that day to the nearest ten and got 60. 
What is the greatest amount of money, in dollars, the owner could have earned on Thursday? Explain how you got your answer. 
Enter your answer and your explanation in the space provided. 
",0
"This question has four parts. Be sure to label each part of your response. 
A. [{'element_id': 'A_1', 'element_type': 'text-plain', 'element_value': 'Write this number in standard form.'}, {'element_id': 'A_2', 'element_type': 'text-in_box', 'element_value': 'one hundred sixty-eight thousand, twenty-one'}] 
B. {'element_type': 'number+text', 'element_value': 'Write the number 168,201 in expanded form.'} 
C. {'element_type': 'text+math_expression', 'element_value': 'Use $$ > $$, $$ < $$, or $$ = $$ to write a comparison of the two numbers in Part A and Part B. Explain how you got your answer.'} 
D. {'element_type': 'number+text', 'element_value': 'Write a number that is 1,000 greater than the number 169,201. Explain how you got your answer.'} 
",1
"Ms. Hanson poured water into a jug, as shown below. 
y2016_grade3_q1_img_1.png 
Which of these is closest to the amount of water in the jug? 
 A 2 liters 
 B $$2\frac{1}{2}$$ liters 
 C 3 liters 
 D $$3\frac{1}{2}$$ liters 

",0
"Which of these equations are true? 
Select the three correct answers. 
 A $$ 40 \div 5 = 8 $$ 
 B $$ 40 \div 5 = 9 $$ 
 C $$ 72 \div 8 = 9 $$ 
 D $$ 72 \div 8 = 7 $$ 
 E $$ 81 \div 9 = 8 $$ 
 F $$ 81 \div 9 = 9 $$ 

",0
"A barber recorded the number of customers whose hair he cut each day last week. 
Which of the following measures best describes the spread of the barber’s data? 
 A mean 
 B mode 
 C range 
 D median 

",3
"This table shows the numbers of different types of sandwiches a restaurant sold for lunch. 
Lunch Sandwiches Sold y2023_grade3_q9_img_1.png 
Which picture graph shows the information in the table? Be sure to use the key. 
y2023_grade3_q9_img_2.png 
 A Lunch Sandwiches Sold y2023_grade3_q9_img_3.png 
 B Lunch Sandwiches Sold y2023_grade3_q9_img_4.png 
 C Lunch Sandwiches Sold y2023_grade3_q9_img_5.png 
 D Lunch Sandwiches Sold y2023_grade3_q9_img_6.png 

",0
"Which of the following equations is true? 
 A $$ 0.34 + 5.2 = 8.6 $$ 
 B $$ 0.56 ÷ 0.07 = 8 $$ 
 C $$ 0.12 × 0.3 = 0.36 $$ 
 D $$ 0.97 − 0.05 = 0.47 $$ 

",3
"This coordinate plane shows the location of the city hall. 
y2018_grade5_q22_img_1.png 
Which ordered pair represents the location on the coordinate plane of the city hall? 
 A $$ \left( 3, 4 \right) $$ 
 B $$ \left( 4, 3 \right) $$ 
 C $$ \left( 4, 0 \right) $$ 
 D $$ \left( 0, 3 \right) $$ 

",2
"A gardener collected water from 7 different buckets in one large container. 
 2_1 Each bucket had 3 liters of water. 
 2_2 The gardener poured the water in all the buckets into the large container. 

Which of these diagrams shows the total amount of water, in liters, in the large container after the gardener poured the water from the buckets into it? 
 A y2023_grade3_q3_img_1.png 
 B y2023_grade3_q3_img_2.png 
 C y2023_grade3_q3_img_3.png 
 D y2023_grade3_q3_img_4.png 

",0
"What value of c makes this equation true? 
$$ \frac{4}{6} == \frac{8}{c} $$ 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
y2022_grade4_q14_img_1.png 
",1
"The shopkeeper at a seafood store measured the weight, in pounds, of each fish sold to each customer. The shopkeeper recorded the data on this line plot. 
Weight of Fish
(pounds) y2018_grade4_q31_img_1.png 
Based on the line plot, what was the difference between the weight of the heaviest fish sold and the weight of the lightest fish sold? 
 A $$ \frac{3}{4} $$ pound 
 B $$ 2 \frac{1}{4} $$ pounds 
 C $$ 2 \frac{3}{4} $$ pounds 
 D $$ 3 \frac{1}{4} $$ pounds 

",1
"Which of the following shows a list of absolute value expressions ordered from least to greatest value? 
 A $$ \left│ 1 \right│ $$, $$ \left│ \frac{5}{4} \right│ $$, $$ \left│ −2 \right│ $$, $$ \left│ −4 \right│ $$ 
 B $$ \left│ 1 \right│ $$, $$ \left│ \frac{5}{4} \right│ $$, $$ \left│ −4 \right│ $$, $$ \left│ −2 \right│ $$ 
 C $$ \left│ −4 \right│ $$, $$ \left│ −2 \right│ $$, $$ \left│ 1 \right│ $$, $$ \left│ \frac{5}{4} \right│ $$ 
 D $$ \left│ −4 \right│ $$, $$ \left│ −2 \right│ $$, $$ \left│ \frac{5}{4} \right│ $$, $$ \left│ 1 \right│ $$ 

",3
"This question has four parts. Be sure to label each part of your response. 
The Star Ticket Company and the Best Ticket Company are both selling tickets to a game. 
A. [{'element_id': 'A_1', 'element_type': 'number+text', 'element_value': 'The Star Ticket Company charges $8 per ticket plus one $20 handling fee per order.'}, {'element_id': 'A_2', 'element_type': 'text-plain', 'element_value': 'Complete the table provided in your answer space to show the total costs, in dollars, of purchasing different numbers of tickets from the Star Ticket Company.'}] 
Star Ticket Company y2023_grade5_q8_img_1.png 
B. [{'element_id': 'B_1', 'element_type': 'number+text', 'element_value': 'The Best Ticket Company charges $10 per ticket plus one $7 handling fee per order.'}, {'element_id': 'B_2', 'element_type': 'text-plain', 'element_value': 'Complete the table provided in your answer space to show the total costs, in dollars, of purchasing different numbers of tickets from the Best Ticket Company.'}] 
Best Ticket Company y2023_grade5_q8_img_2.png 
C. {'element_type': 'number+text', 'element_value': 'What is the difference between the total costs, in dollars, of purchasing 5 tickets with a handling fee from the Star Ticket Company and purchasing 5 tickets with a handling fee from the Best Ticket Company? Show or explain how you got your answer.'} 
D. {'element_type': 'text-plain', 'element_value': 'Will either the Star Ticket Company or the Best Ticket Company always have the least total cost, in dollars, for any number of tickets? Explain how you know your answer is correct.'} 
",2
"The shaded portion of this model represents a fraction less than 1. 
y2021_grade4_q3_img_1.png 
Which of these decimals are equivalent to the fraction represented in the model? 
Select the two correct answers. 
 A 0.80 
 B 8.0 
 C 0.08 
 D 80.0 
 E 0.8 

",1
"A museum worker recorded the ages, in years, of the first 20 children who visited a new exhibit, as shown. 
y2023_grade6_q6_img_1.png 
The museum worker will use her data to create a histogram to represent the ages of the first 20 children who visited the new exhibit. 
Which of the following histograms represents the data? 
 A Ages of Children at Exhibit y2023_grade6_q6_img_2.png 
 B Ages of Children at Exhibit y2023_grade6_q6_img_3.png 
 C Ages of Children at Exhibit y2023_grade6_q6_img_4.png 
 D Ages of Children at Exhibit y2023_grade6_q6_img_5.png 

",3
"Mr. Jones put 162 books on the library shelves. There are 6 shelves. He put the same number of books on each shelf. How many books did Mr. Jones put on each shelf? 
 A 22 
 B 26 
 C 27 
 D 28 

",1
"Cups of coffee were served at a parent meeting at a school. The number of cups served, rounded to the nearest hundred, was 200. 
Which of these numbers could be the actual number of cups of coffee served? 
Select the two correct answers. 
 A 109 
 B 267 
 C 152 
 D 254 
 E 231 

",0
"Which of these number lines shows a point that represents the location of the fraction $$ \frac{6}{6} $$? 
 A y2023_grade3_q10_img_1.png 
 B y2023_grade3_q10_img_2.png 
 C y2023_grade3_q10_img_3.png 
 D y2023_grade3_q10_img_4.png 

",0
"The length of Eagle Trail is $$6\frac{3}{5}$$ miles. 
The length of Bear Trail is $$2\frac{7}{10} miles. 
What is the difference in length between Eagle Trail and Bear Trail? 
 A $$3\frac{1}{10} miles$$ 
 B $$3\frac{9}{10} miles$$ 
 C $$4\frac{1}{10} miles$$ 
 D $$4\frac{4}{5} miles$$ 

",2
"Which of the following shapes has the greatest number of lines of symmetry? 
 A y2015_grade4_q18_img_1.png 
 B y2015_grade4_q18_img_2.png 
 C y2015_grade4_q18_img_3.png 
 D y2015_grade4_q18_img_4.png 

",1
"A figure is divided into four equal parts, as shown. 
y2019_grade3_q20_img_1.png 
Which fraction of the total area of the figure is one part? 
 A $$ \frac{1}{4} $$ 
 B $$ \frac{2}{4} $$ 
 C $$ \frac{3}{4} $$ 
 D $$ \frac{4}{4} $$ 

",0
